Year,Violations
2001,524
2002,754
2003,851
2004,1275
2005,1381
2006,1410
2007,1558
2008,1711
2009,1387
2010,1521
2011,1253
2012,1235
2013,1445
2014,1659
2015,1864
2016,2013
2017,2353
2018,2510
2019,2231
2020,1436
