Date,Count
2001,3819
2002,3669
2003,3579
2004,4161
2005,3274
2006,2406
2007,2810
2008,1743
2009,2269
2010,2085
2011,2586
2012,2354
2013,2060
2014,1712
2015,1490
2016,1296
2017,1356
2018,1400
2019,1287
2020,527
