Date,Count
2001,21
2002,38
2003,55
2004,95
2005,71
2006,32
2007,33
2008,29
2009,25
2010,19
2011,16
2012,20
2013,17
2014,9
2015,9
2016,1
2017,4
2018,5
2019,8
2020,1
