Date,Amount,Count
2001,27803201.88,455
2002,13856829.84,645
2003,15663668.0,1066
2004,59654461.099999994,1107
2005,36692273.0,943
2006,15841628.44,915
2007,12258217.0,688
2008,4359269.64,675
2009,12010034.419999998,761
2010,8285446.24,846
2011,15471557.18,807
2012,10661178.120000001,748
2013,12524058.77,785
2014,19959008.810000002,843
2015,4878792.53,926
2016,3076034.5,593
2017,3774485.16,688
2018,14961326.879999997,636
2019,141460019.29,1390
2020,1685811.98,389
