YEAR,Total
2001,27
2002,27
2003,39
2004,47
2005,27
2006,37
2007,63
2008,79
2009,110
2010,143
2011,101
2012,88
2013,66
2014,31
2015,66
2016,145
2017,130
2018,459
2019,610
2020,684
