YEAR,Total
2001,10
2002,11
2003,6
2004,9
2005,12
2006,13
2007,21
2008,62
2009,52
2010,50
2011,58
2012,41
2013,32
2014,44
2015,59
2016,101
2017,68
2018,93
2019,111
2020,91
