Date,Amount,Count
2001,5300,3
2002,4808,1
2003,0,0
2004,2000,2
2005,3800,2
2006,0,0
2007,5200,1
2008,11200,1
2009,0,0
2010,0,1
2011,18941,3
2012,5600,2
2013,0,1
2014,0,0
2015,0,0
2016,21600,1
2017,0,0
2018,12000,1
2019,0,0
2020,33000,1
