Year,Violations
2001,21
2002,38
2003,85
2004,83
2005,95
2006,120
2007,191
2008,79
2009,160
2010,228
2011,193
2012,218
2013,191
2014,150
2015,254
2016,240
2017,234
2018,204
2019,210
2020,125
