Date,Amount,Count
2001,361604,128
2002,66500,8
2003,217204,10
2004,22475,10
2005,16694466,9
2006,0,0
2007,22031,4
2008,83956,13
2009,11860,6
2010,128325,7
2011,3725,1
2012,14900,1
2013,37150,3
2014,125433,5
2015,21750,2
2016,43759,3
2017,0,0
2018,6751,14
2019,34763,32
