YEAR,Total
2001,74
2002,142
2003,226
2004,218
2005,254
2006,356
2007,381
2008,236
2009,205
2010,326
2011,435
2012,541
2013,433
2014,465
2015,534
2016,572
2017,430
2018,337
2019,299
2020,210
