Year,Violations
2001,55
2002,47
2003,90
2004,51
2005,53
2006,61
2007,40
2008,42
2009,54
2010,26
2011,125
2012,79
2013,117
2014,87
2015,29
2016,42
2017,282
2018,553
2019,894
2020,739
