YEAR,Total
2001,669
2002,641
2003,751
2004,598
2005,604
2006,704
2007,959
2008,1229
2009,1263
2010,1090
2011,1095
2012,1140
2013,1033
2014,1092
2015,1097
2016,1011
2017,1161
2018,1421
2019,1384
2020,1256
