Year,Violations
2001,16
2002,22
2003,29
2004,52
2005,67
2006,41
2007,43
2008,45
2009,51
2010,51
2011,68
2012,39
2013,33
2014,52
2015,81
2016,123
2017,49
2018,171
2019,203
2020,121
