Year,Violations
2001,33
2002,23
2003,23
2004,23
2005,23
2006,32
2007,26
2008,172
2009,99
2010,117
2011,153
2012,143
2013,173
2014,141
2015,134
2016,202
2017,207
2018,224
2019,240
2020,244
