Year,Violations
2001,456
2002,400
2003,434
2004,431
2005,446
2006,429
2007,461
2008,499
2009,544
2010,605
2011,501
2012,463
2013,409
2014,278
2015,217
2016,254
2017,281
2018,363
2019,319
2020,203
