Year,Violations
2001,373
2002,437
2003,503
2004,381
2005,327
2006,254
2007,348
2008,294
2009,266
2010,475
2011,529
2012,705
2013,712
2014,690
2015,784
2016,706
2017,659
2018,769
2019,795
2020,555
