Year,Violations
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,6
2012,7
2013,3
2014,7
2015,19
2016,14
2017,152
2018,576
2019,941
2020,907
