Year,Violations
2001,0
2002,2
2003,11
2004,3
2005,5
2006,4
2007,5
2008,1
2009,2
2010,0
2011,0
2012,0
2013,0
2014,0
2015,2
2016,2
2017,15
2018,111
2019,198
2020,229
