YEAR,Total
2001,33
2002,68
2003,5
2004,2
2005,6
2006,6
2007,11
2008,5
2009,16
2010,26
2011,33
2012,50
2013,16
2014,35
2015,61
2016,212
2017,223
2018,235
2019,209
2020,209
