Date,Count
2001,2
2002,40
2003,54
2004,83
2005,61
2006,74
2007,95
2008,116
2009,90
2010,53
2011,47
2012,60
2013,41
2014,28
2015,24
2016,43
2017,16
2018,36
2019,34
2020,17
