YEAR,Total
2001,36
2002,74
2003,54
2004,82
2005,89
2006,95
2007,121
2008,431
2009,351
2010,220
2011,336
2012,404
2013,374
2014,258
2015,310
2016,360
2017,284
2018,258
2019,369
2020,272
