YEAR,Total
2001,133
2002,83
2003,56
2004,82
2005,144
2006,87
2007,76
2008,37
2009,28
2010,73
2011,87
2012,72
2013,66
2014,87
2015,131
2016,185
2017,93
2018,75
2019,330
2020,237
