YEAR,Total
2001,6
2002,9
2003,7
2004,11
2005,7
2006,42
2007,113
2008,197
2009,210
2010,194
2011,528
2012,421
2013,633
2014,578
2015,1284
2016,1645
2017,1880
2018,2411
2019,3228
2020,3191
