Date,Amount,Count
2001,0,1
2002,4700,7
2003,101100,6
2004,13539,5
2005,10000,2
2006,10950,7
2007,13000,4
2008,131240,6
2009,0,0
2010,266769,6
2011,50919,13
2012,48750,7
2013,2750,2
2014,22200,9
2015,5000,3
2016,1007500,8
2017,34000,3
2018,12000,4
2019,383250,9
2020,22915,5
