YEAR,Total
2001,0
2002,0
2003,1
2004,7
2005,6
2006,9
2007,11
2008,10
2009,4
2010,0
2011,3
2012,3
2013,7
2014,13
2015,3
2016,13
2017,3
2018,13
2019,44
2020,88
