Date,Amount,Count
2001,117231.0,4
2002,0.0,2
2003,18420.0,8
2004,0.0,0
2005,0.0,0
2006,16804.0,1
2007,98406.0,8
2008,33204.0,3
2009,51879.0,5
2010,71208.0,6
2011,37432.0,3
2012,8625.0,2
2013,21938.51,4
2014,1005675.0,8
2015,0.0,2
2016,7300.0,3
2017,2100.0,4
2018,2530.0,3
2019,1600.0,3
