Program,State,CD,Facilities,Percent
CAA,UT,,8,1.5037593984962405
CWA,UT,,116,1.1591885680023983
RCRA,UT,,35,1.7500000000000002
CAA,UT,3,0,0.0
CWA,UT,3,32,1.3456686291000841
RCRA,UT,3,3,1.0452961672473868
