Year,Violations
2001,157
2002,155
2003,135
2004,95
2005,118
2006,97
2007,205
2008,211
2009,187
2010,134
2011,121
2012,132
2013,190
2014,166
2015,171
2016,149
2017,158
2018,153
2019,175
2020,143
