Program,State,CD,Facilities,Percent
CAA,TX,,278,5.009911695801046
CWA,TX,,2664,6.977475117862755
RCRA,TX,,369,2.504241601628775
CAA,TX,16,3,4.838709677419355
CWA,TX,16,8,1.4519056261343013
RCRA,TX,16,1,0.273224043715847
