Date,Count
2001,4
2002,26
2003,33
2004,20
2005,19
2006,31
2007,45
2008,62
2009,92
2010,33
2011,19
2012,21
2013,8
2014,23
2015,3
2016,7
2017,4
2018,9
2019,6
2020,7
