Date,Amount,Count
2001,0.0,1
2002,0.0,19
2003,0.0,32
2004,0.0,15
2005,0.0,43
2006,51331.0,43
2007,18389.0,32
2008,3696.0,27
2009,0.0,19
2010,0.0,17
2011,0.0,6
2012,0.0,10
2013,0.0,4
2014,0.0,7
2015,0.0,4
2016,0.0,3
2017,0.0,7
2018,9204.0,9
2019,0.0,6
