Year,Violations
2001,1
2002,3
2003,19
2004,13
2005,30
2006,17
2007,14
2008,5
2009,5
2010,5
2011,1
2012,9
2013,45
2014,13
2015,7
2016,9
2017,14
2018,24
2019,34
2020,38
