Year,Violations
2001,130
2002,167
2003,139
2004,262
2005,454
2006,655
2007,698
2008,761
2009,837
2010,817
2011,915
2012,802
2013,778
2014,1025
2015,1089
2016,828
2017,723
2018,861
2019,940
2020,1002
2021,18
