Date,Amount,Count
2001,1000,5
2002,211050,9
2003,674388,9
2004,10500,7
2005,129490,11
2006,21000,6
2007,169167,6
2008,61250,4
2009,67570,6
2010,41727,12
2011,217433,10
2012,38250,1
2013,546500,7
2014,19000,2
2015,90700,3
2016,79500,1
2017,89183,4
2018,376650,2
2019,134450,5
2020,52500,1
