,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
46719,GIDDINGS PLANT,12,,http://echo.epa.gov/detailed-facility-report?fid=110007196051,30.0382,-96.9875
96072,PRAIRIE VIEW A & M UNIV-ENGINEERING,12,,http://echo.epa.gov/detailed-facility-report?fid=110008146808,30.095,-95.988333
20031,COPANO PROCESSING HOUSTON CENTRAL GAS PLT,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110015744532,29.6331,-96.719424
79329,LOST PINES 1 POWER PLANT,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110005971733,30.147778,-97.271389
6663,ACME BRICK CO-SAN FELIPE PLANT,1,,http://echo.epa.gov/detailed-facility-report?fid=110017424027,29.82548,-96.13807
19741,ACME BRICK CO-ELGIN PLANT,1,,http://echo.epa.gov/detailed-facility-report?fid=110007180709,30.32903,-97.29207
38027,LCRA FAYETTE POWER PROJECT,1,,http://echo.epa.gov/detailed-facility-report?fid=110000465620,29.91402,-96.75351
38629,SAMSUNG AUSTIN SEMICONDUCTOR,1,,http://echo.epa.gov/detailed-facility-report?fid=110000465531,30.375,-97.631386
18683,LCRA SIM GIDEON POWER PLANT,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110035784112,30.14561,-97.27083
617,SUNSET FARMS LANDFILL,0,,http://echo.epa.gov/detailed-facility-report?fid=110033228683,30.33407,-97.62178
1157,SEALY STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110034767946,29.808775,-96.162249
5148,RAUCH COMPRESSOR STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110038106858,29.91425,-96.86337
5798,TOMBALL COMPRESSOR STATION,0,,http://echo.epa.gov/detailed-facility-report?fid=110007177786,30.080556,-95.630833
8709,BAE SYSTEMS,0,,http://echo.epa.gov/detailed-facility-report?fid=110020050665,29.7647,-96.2181
10334,BUTLER PLT 1 & 2,0,,http://echo.epa.gov/detailed-facility-report?fid=110000607040,30.3213,-97.29075
11650,AQUILA SOUTHWEST,0,,http://echo.epa.gov/detailed-facility-report?fid=110007204836,29.99848,-96.89117
17435,BOLFING BROTHERS MARBLE INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110000462464,30.03988,-95.65975
19226,HANSON BRICK ELGIN FACILITY,0,,http://echo.epa.gov/detailed-facility-report?fid=110007397593,30.32828,-97.3378
20148,MASTER VALET CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110005009588,30.332906,-97.740064
20159,UTEX INDUSTRIES WEIMAR PLANT,0,,http://echo.epa.gov/detailed-facility-report?fid=110000465648,29.69568,-96.77106
