YEAR,Total
2001,75
2002,148
2003,204
2004,207
2005,206
2006,257
2007,296
2008,708
2009,649
2010,428
2011,493
2012,488
2013,538
2014,515
2015,563
2016,503
2017,363
2018,310
2019,381
2020,463
