YEAR,Total
2001,2
2002,29
2003,20
2004,15
2005,17
2006,26
2007,18
2008,68
2009,111
2010,78
2011,69
2012,93
2013,70
2014,93
2015,95
2016,109
2017,96
2018,126
2019,134
2020,73
