Date,Sum_District,Sum_State
2010,255491.63999999998,112237452.11440237
2011,139052.543,111471552.27011228
2012,311786.62649999995,123026204.84424603
2013,292423.04,122957830.8989999
2014,298611.917428,123607832.87198098
2015,356082.9559129999,119545675.77058204
2016,243085.19469200002,110809832.73011795
2017,93972.66691,107054180.31674504
2018,186692.69588,108394920.90080598
