Year,Violations
2001,96
2002,134
2003,162
2004,163
2005,311
2006,281
2007,382
2008,515
2009,580
2010,582
2011,483
2012,463
2013,554
2014,342
2015,263
2016,426
2017,401
2018,336
2019,421
2020,371
