Date,Count
2001,152
2002,91
2003,63
2004,124
2005,105
2006,87
2007,133
2008,89
2009,131
2010,255
2011,238
2012,185
2013,89
2014,50
2015,26
2016,57
2017,34
2018,56
2019,50
2020,16
