Date,Count
2001,11
2002,14
2003,20
2004,48
2005,44
2006,35
2007,27
2008,29
2009,111
2010,24
2011,19
2012,82
2013,28
2014,52
2015,50
2016,38
2017,26
2018,19
2019,14
2020,1
