Date,Sum_District,Sum_State
2010,34985055.432000004,118260917.45251097
2011,39972726.21599998,128018589.76799996
2012,33026975.687999997,119718941.62615
2013,35332217.62200001,118315883.06099992
2014,33487610.986000005,118623246.32800001
2015,32973562.011999995,112028117.04279996
2016,30398965.656,104066208.969
2017,31083916.308,98646765.05470009
2018,29627693.152000003,100974378.96509996
