YEAR,Total
2001,35
2002,27
2003,32
2004,17
2005,10
2006,5
2007,7
2008,12
2009,68
2010,10
2011,14
2012,12
2013,25
2014,5
2015,7
2016,1
2017,15
2018,77
2019,147
2020,120
