Date,Amount,Count
2001,35000.0,51
2002,0.0,60
2003,6841.0,86
2004,135419.0,57
2005,365000.0,49
2006,0.0,33
2007,0.0,31
2008,0.0,37
2009,0.0,27
2010,0.0,26
2011,197137.0,18
2012,0.0,17
2013,22137.0,21
2014,0.0,26
2015,0.0,23
2016,15000.0,34
2017,10845.0,25
2018,17991.0,33
2019,0.0,29
2020,0.0,8
