Date,Sum_District,Sum_State
2010,15073964.157177007,59814885.130995
2011,14776257.447932001,59794114.92070502
2012,15471064.177629003,54138589.140581
2013,15233411.452000001,60047558.75599998
2014,12577685.528000006,56529567.406000026
2015,13124222.204000002,57433294.25000002
2016,13457928.406000007,53812912.12600002
2017,15362589.525999993,55863231.39400002
2018,15132631.814000005,53984872.47000003
