,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
36746,CARMEUSE LIME & STONE MANITOWOC OPERATION,6,1.0,http://echo.epa.gov/detailed-facility-report?fid=110016858916,44.16799,-87.70028
38594,DIDION MILLING-CAMBRIA,5,,http://echo.epa.gov/detailed-facility-report?fid=110016877021,43.53815,-89.10449
41695,ELITE MARBLE CO,5,,http://echo.epa.gov/detailed-facility-report?fid=110028718412,43.793199,-89.329018
16447,CARDINAL FG,2,,http://echo.epa.gov/detailed-facility-report?fid=110000550298,43.55865,-89.49911999999998
43370,UNITED WISCONSIN GRAIN PRODUCERS LLC,2,,http://echo.epa.gov/detailed-facility-report?fid=110031001421,43.5706,-89.0613
50983,"ECK INDUSTRIES, INC.",2,,http://echo.epa.gov/detailed-facility-report?fid=110000850776,44.118944,-87.65789000000002
16677,CHARTER STEEL,1,,http://echo.epa.gov/detailed-facility-report?fid=110009515417,43.39694,-87.94966
19480,TC TRANSCONTINENTAL,1,,http://echo.epa.gov/detailed-facility-report?fid=110000423408,44.1995,-88.45796
20384,PLYMOUTH FOAM INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110002036083,43.76673,-87.99654
21410,KOENIG AND VITTS MIRRO PLNT 5,1,,http://echo.epa.gov/detailed-facility-report?fid=110000742750,44.12867,-87.62854
26766,POINT BEACH NUCLEAR PLANT,1,,http://echo.epa.gov/detailed-facility-report?fid=110002433304,44.2694,-87.53708
29147,B & B METALS PROCESSING CO INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110002034487,43.92136,-87.83475
29660,BROADWIND TOWERS AND HEAVY FABRICATIONS,1,,http://echo.epa.gov/detailed-facility-report?fid=110031018734,44.098,-87.6642
30334,VEOLIA ES GLACIER RIDGE LANDFILL,1,,http://echo.epa.gov/detailed-facility-report?fid=110040959558,43.459531,-88.554139
40136,WISCONSIN ALUMINUM FOUNDRY,1,,http://echo.epa.gov/detailed-facility-report?fid=110005515709,44.09131,-87.66896
44044,WISCONSIN POWER & LIGHT - FOND DU LAC,1,,http://echo.epa.gov/detailed-facility-report?fid=110013863186,43.7353,-88.4968
44758,KIRSH FOUNDRY INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110001921573,43.4541,-88.84075
45009,BRAKEBUSH TRANSPORTATION,1,,http://echo.epa.gov/detailed-facility-report?fid=110000539285,43.8169,-89.4856
48320,"MERCURY MARINE - PLANTS 3,4,10,12,15,17,",1,,http://echo.epa.gov/detailed-facility-report?fid=110000423364,43.759661,-88.468509
696,RIDGEVIEW LANDFILL,0,,http://echo.epa.gov/detailed-facility-report?fid=110010410581,44.1744,-87.8294
