YEAR,Total
2001,80
2002,81
2003,68
2004,66
2005,55
2006,55
2007,59
2008,65
2009,65
2010,71
2011,77
2012,74
2013,68
2014,55
2015,19
2016,35
2017,49
2018,215
2019,136
2020,60
