YEAR,Total
2001,121
2002,100
2003,103
2004,111
2005,101
2006,114
2007,103
2008,96
2009,96
2010,93
2011,103
2012,96
2013,96
2014,98
2015,23
2016,37
2017,38
2018,142
2019,90
2020,52
