Date,Sum
2010,151171871.46350703
2011,148072897.219913
2012,141290014.31923595
2013,137643226.25300005
2014,142971732.34090617
2015,142140197.74669474
2016,143087359.8518589
2017,141428566.04352307
2018,148107518.19733655
