YEAR,Total
2001,1
2002,1
2003,0
2004,0
2005,2
2006,1
2007,3
2008,1
2009,4
2010,2
2012,2
2013,2
2014,0
2015,6
2016,27
2017,21
2018,11
2019,12
2020,42
