Year,Violations
2001,756
2002,967
2003,1457
2004,1863
2005,1601
2006,1455
2007,1533
2008,1481
2009,2057
2010,1630
2011,1304
2012,1478
2013,1211
2014,1453
2015,2913
2016,3327
2017,4285
2018,5606
2019,5305
2020,4003
2021,12
