Date,Amount,Count
2001,1550645.0,54
2002,345108.0,38
2003,36493.0,18
2004,255595.0,34
2005,278860.0,34
2006,402729.0,47
2007,358165.0,41
2008,104444.0,29
2009,618386.0,68
2010,154422.0,37
2011,1488980.0,22
2012,146525.0,24
2013,825285.0,22
2014,209930.0,16
2015,610180.0,32
2016,456014.0,24
2017,59840.0,13
2018,163418.0,27
2019,127600.0,16
2020,448082.0,16
