Date,Sum_District,Sum_State
2010,1894437.9660000002,4884282.748000001
2011,2308887.0986,5197414.996599999
2012,2236616.3248,5319020.998799998
2013,2613935.4073,6438515.501299999
2014,2428674.3418189995,5906400.475819
2015,2640542.5401070006,6619743.536107001
2016,2429638.8987429994,6217920.7047430035
2017,2243979.6531339996,6031617.900133999
2018,2239735.0478130006,6094362.626912998
