Year,Violations
2001,8
2002,32
2003,47
2004,80
2005,101
2006,60
2007,121
2008,122
2009,111
2010,162
2011,169
2012,91
2013,75
2014,119
2015,155
2016,89
2017,96
2018,162
2019,103
2020,80
