Date,Count
2001,135
2002,121
2003,124
2004,166
2005,159
2006,183
2007,195
2008,117
2009,118
2010,165
2011,115
2012,106
2013,107
2014,91
2015,106
2016,95
2017,60
2018,92
2019,61
2020,43
