Program,State,CD,Facilities,Percent
CAA,OH,,51,0.708136628714246
CWA,OH,,1951,52.47444862829478
RCRA,OH,,224,1.1604413821685748
CAA,OH,11,6,0.8333333333333334
CWA,OH,11,25,39.0625
RCRA,OH,11,33,2.4756189047261814
