Year,Violations
2001,0
2002,0
2003,1
2004,2
2005,19
2006,15
2007,12
2008,12
2009,10
2010,1
2011,2
2012,20
2013,18
2014,10
2015,6
2016,6
2017,76
2018,371
2019,579
2020,528
