Year,Violations
2001,76
2002,192
2003,199
2004,325
2005,581
2006,642
2007,665
2008,647
2009,698
2010,779
2011,806
2012,798
2013,1021
2014,795
2015,791
2016,555
2017,655
2018,633
2019,706
2020,453
