Year,Violations
2001,357
2002,341
2003,200
2004,49
2005,45
2006,50
2007,58
2008,61
2009,67
2010,73
2011,61
2012,42
2013,78
2014,47
2015,70
2016,60
2017,101
2018,180
2019,300
2020,329
