Year,Violations
2001,1010
2002,1011
2003,1029
2004,1108
2005,1457
2006,1598
2007,1925
2008,2200
2009,2314
2010,2395
2011,4183
2012,5115
2013,5421
2014,4875
2015,2089
2016,1780
2017,2041
2018,2254
2019,2704
2020,1758
2021,2
