Year,Violations
2001,437
2002,1093
2003,1530
2004,1864
2005,2177
2006,2280
2007,2479
2008,2717
2009,2486
2010,2411
2011,3066
2012,2295
2013,2036
2014,1905
2015,1664
2016,1362
2017,1330
2018,1393
2019,1439
2020,1063
