Date,Count
2001,127
2002,74
2003,103
2004,103
2005,128
2006,101
2007,81
2008,132
2009,119
2010,139
2011,68
2012,83
2013,66
2014,95
2015,50
2016,63
2017,45
2018,66
2019,48
2020,14
