Date,Count
2001,5
2002,8
2003,24
2004,23
2005,18
2006,14
2007,23
2008,8
2009,12
2010,8
2011,5
2012,5
2013,8
2014,7
2015,1
2016,47
2017,27
2018,34
2019,24
2020,12
