Date,Count
2001,169
2002,325
2003,648
2004,594
2005,519
2006,549
2007,556
2008,511
2009,573
2010,598
2011,473
2012,521
2013,525
2014,525
2015,409
2016,356
2017,386
2018,288
2019,306
2020,140
